#ID_REF = ID
#VALUE = X score
#P = p value
ID_REF	VALUE	P
YLR246W	-0.6962686545535074	0.486261
YLR276C	0.1964509010381149	0.844257
YLR218C	-0.8913081479660339	0.372764
YLR248W	-0.6858575972953568	0.492803
YLR278C	-0.4826169360738615	0.629368
YLR220W	-0.769459604961336	0.441621
YLR250W	-0.1381069866042026	0.890156
YLR280C	0.681484	0.495565
YML112W	-1.2953307250455814	0.195206
YMR010W	-1.2431840935995944	0.2138
YMR041C	-0.8880226657437341	0.374529
YML114C	-0.1453622567876277	0.884425
YMR043W	-1.0942225900687863	0.273857
YML116W	-1.601262135167952	0.109319
YMR014W	0.8371199177742592	0.402525
YMR045C	-1.396231861302087	0.162645
YML117W-A	-0.009512681237510347	0.99241
YMR046W-A	-1.2426816012665214	0.213985
YNL048W	-0.5350032898806173	0.592648
YNL079C	-0.686856118887184	0.492173
YNL018C	0.23360723536618647	0.81529
YNL050C	-0.2012786160758811	0.840481
YNL081C	0.05430567914065916	0.956692
YNL020C	-0.4834339410321506	0.628788
YNL052W	-0.538970948614414	0.589907
YNL083W	-0.2768965925659811	0.78186
YNL022C	-0.20637290086375198	0.8365
YNL085W	-1.318981304012637	0.187175
YNR057C	-0.27415755650338386	0.783964
YOL012C	-0.46292661232593796	0.643417
YOL043C	-0.45844822586719125	0.64663
YNR059W	-0.2454555857409186	0.806104
YNR061C	-0.9552368401105343	0.339458
YOL015W	0.5568503588524807	0.57763
YOL047C	null	1
YNR063W	-0.6795851469889688	0.496767
YOL017W	-1.2443207961952938	0.213382
YOR191W	0.07758090954683197	0.938161
YOR253W	-0.8965700374573922	0.369948
YOR192C-A	-1.1451706630920708	0.252138
YOR223W	-0.9356308187615151	0.349463
YOR255W	-0.9648739946574164	0.334608
YOR193W	-0.32961686640847476	0.741689
YOR225W	-0.39939771959496323	0.6896
YOR257W	0.11221527826088944	0.910653
YOR195W	0.9695462967073735	0.332273
YOR227W	-0.5086215840349556	0.611017
YOR259C	-1.255693969447815	0.209227
YPL174C	0.11314496071343341	0.909916
YPL237W	0.12302556054580499	0.902087
YPL176C	-0.41023477214901627	0.681634
YPL207W	0.39464375631554977	0.693106
YPL239W	0.695954003957149	0.486458
YPL178W	-0.18646715814096135	0.852078
YPL209C	-0.24304412615283852	0.807971
YPL241C	-1.1099084103611891	0.267038
YPL180W	0.06187373343326683	0.950663
YPL211W	0.025463728733829773	0.979685
YPL243W	0.07562588016822216	0.939717
YAL005C	-1.1280184818746355	0.259312
YDR034C-D	-1.221625084532721	0.221849
YEL073C	-0.455572	0.648698
YAL024C	0.527241	0.598026
YDR040C	-0.9148442891136472	0.360273
YEL077C	-0.1701526088316755	0.86489
YAL035W	-0.5198383687497504	0.603176
YDR050C	-1.3774851687889318	0.168362
YER013W	-0.0769735642401204	0.938645
YAL055W	-0.8308227915129186	0.406074
YDR080W	0.690694	0.489758
YER041W	-1.0419504610446992	0.297435
YKL020C	0.14728814568178245	0.882905
YKL083W	0.9087367206489926	0.363489
YKL122C	0.282811529947555	0.777321
YLR106C	0.018154415891545914	0.985516
YLR318W	-3.04425	0.00233261
YMR016C	-0.9225193097403581	0.356258
YMR109W	-0.468681609345003	0.639297
YNL131W	-0.1857122091610066	0.85267
iYCR075C	-0.5435903111942366	0.586723
iYGL042C	-0.1120117169184718	0.910814
iYOR161C	-0.6365709859100377	0.524404
iYPL076W-1	-0.09890697664379071	0.921212
TEL15R-5	-1.783621877168623	0.0744851
YPLCtau1	-0.7288330323663766	0.466104
Q0095	0.411259	0.680883
Q0180	3.434040818443101	0.000594655
IntQ0185A	2.6374549175816626	0.00835307
Q0195	1.0029123738608057	0.315903
IntQ0280A	2.458314478030417	0.0139591
Q0295	2.8876878554843093	0.00388085
YCLWomega1	null	1
YHRCTy1-1B	-1.5856611644322813	0.112816
iYER014W	-0.00212719	0.998303
YAL002W	0.8562286686302122	0.391871
YAL034W-A	1.07838	0.280864
YAL064W-B	-0.640113185256689	0.522099
YAL037W	-0.25623025905593616	0.797773
YAL068C	-1.0154396711058165	0.309896
YAL009W	-0.725000556819006	0.468452
YAL039C	-1.0472380133135868	0.29499
YBR187W	-1.0641048394336412	0.287281
YBR219C	-0.8829149927039652	0.377282
YBR158W	0.21789668684324418	0.82751
YBR189W	-0.44566762740730415	0.655837
YBR221C	-1.1380571007184024	0.255097
YBR160W	-0.37399621218493023	0.708407
YBR191W	0.05327627569384409	0.957512
YBR223C	-0.03844933443236067	0.969329
YBR162C	-1.6862676506338063	0.0917443
YBR193C	-0.7102504417060502	0.477549
YBR225W	1.9274399999999998	0.0539248
YDL062W	0.134801	0.892769
YDL094C	0.156618	0.875546
YDL126C	-1.3361669870767428	0.181495
YDL064W	-0.3437114231447553	0.731063
YDL096C	-0.8249637313812673	0.409392
YDL128W	-1.544571484131422	0.12245
YDL066W	-0.22372402676168515	0.822972
YDL098C	0.261247	0.793902
YDL130W	-0.5432354636537503	0.586968
YDL068W	0.793954	0.427222
YDL100C	-1.1208736190543487	0.262342
YDL131W	-1.216922805690209	0.223634
YDR188W	-0.9559072165650313	0.339119
YDR216W	2.34321	0.0191186
YDR248C	1.6963758367934574	0.0898147
YDR190C	0.0541231597370406	0.956837
YDR218C	1.0413838721013438	0.297697
YDR192C	-0.12760432775807107	0.898462
YDR252W	-0.183061	0.85475
YDR194C	0.23491421646522562	0.814275
YDR222W	-1.2076323943672793	0.227189
YDR254W	-1.2666962228310208	0.205264
YEL012W	-0.8484115599191767	0.396209
YEL042W	-1.5528773754465262	0.120452
YEL044W	0.44152101158537393	0.658836
YEL075C	-0.4550606332962195	0.649066
YEL016C	0.0507034	0.959562
YEL046C	-1.6047255504932267	0.108554
YEL048C	-0.6760063723517047	0.499037
YFR032C-A	0.2859360991960399	0.774927
YGL039W	-1.2971211144156338	0.19459
YFR034C	0.5107640697308048	0.609516
YGL009C	-0.5981703874931684	0.549726
YFR036W	-0.18604280649719032	0.852411
YGL011C	-1.5208724653630044	0.128292
YGL043W	0.8375527233350057	0.402282
YFR038W	-0.579629324141856	0.562165
YGL013C	-1.1590308188439613	0.246444
YGL045W	0.14301198857586084	0.886281
YGR091W	-0.37046928200800544	0.711033
YGR121C	-1.082137967944765	0.279191
YGR152C	0.349309	0.726857
YGR093W	-0.7240249993085771	0.46905
YGR122W	-0.886541413728216	0.375326
YGR154C	-0.52929	0.596604
YGR095C	-0.35982534211495365	0.718978
YGR124W	-1.5253932732821402	0.127161
YGR156W	-0.4374408384091486	0.661792
YGR097W	1.04803	0.294625
YGR126W	0.3263022699854646	0.744196
YGR158C	0.5682723894121401	0.56985
YHR113W	-0.5847417451225383	0.558721
YHR143W	-1.363463394874474	0.172737
YHR174W	-2.1431832063202365	0.0320984
YHR115C	-0.25866826710197305	0.795891
YHR144C	-0.4330540578080924	0.664975
YHR176W	-0.0881761	0.929737
YHR117W	-1.572036175929023	0.115942
YHR146W	-0.7412106499095937	0.458566
YHR178W	-0.19990383176414986	0.841556
YHR119W	-0.5185812626024388	0.604053
YHR148W	-0.5442939481732796	0.586239
YJL049W	-0.09423733134990779	0.924921
YJL081C	0.11994888342493618	0.904524
YJL051W	-0.6693707013768032	0.503259
YJL083W	-0.29891784581221437	0.765003
YJL115W	-1.1296781403734952	0.258612
YJL053W	-0.8750031594606288	0.381572
YJL085W	0.12260546374543389	0.90242
YJL117W	-0.45057909695483556	0.652293
YJL055W	0.10105999124530345	0.919503
YJL087C	0.06660424579997568	0.946897
YJL119C	-0.0011396800766716366	0.999091
YKL043W	-1.1433969314894108	0.252874
YKL074C	-0.10203376032369196	0.91873
YKL105C	-0.0262832	0.979031
YKL045W	0.3105047032951762	0.756177
YKL076C	-0.5918383918322803	0.553959
YKL107W	0.1959269891910448	0.844667
YKL047W	-0.7302161945991453	0.465258
YKL078W	-0.31939624197048333	0.749426
YKL049C	-0.3576331494105616	0.720618
YKL080W	-1.2755769969115738	0.202105
YKL111C	-1.5507794614752062	0.120955
YLR025W	-0.18267054270592042	0.855057
YLR056W	-1.745230648454951	0.0809447
YLR088W	-0.8104547170478722	0.417679
YLR027C	-1.7065304877823373	0.0879094
YLR058C	-1.2212835162536781	0.221979
YLR090W	-1.3563384750049845	0.174991
YLR029C	-0.10519350466435254	0.916222
YLR060W	-1.4172996616560223	0.156395
YLR092W	-0.11370201192141918	0.909474
YLR031W	0.37517417324826524	0.707531
YLR062C	0.550229823411712	0.582162
YLR094C	-1.5362827789476403	0.124469
YLR461W	-0.6906820037515988	0.489765
YLR432W	-1.1484931627189663	0.250765
YLR463C	-1.726587725053546	0.0842417
YLR404W	-0.7410768139809428	0.458647
YLR465C	-1.9001808104146516	0.0574094
YLR436C	-0.7490236190327867	0.453843
YLR467W	-1.277560917604383	0.201404
YMR160W	-0.14634174737477704	0.883652
YMR190C	-0.18279399823404993	0.85496
YMR220W	-1.0754899490654095	0.282155
YMR192W	-0.7580072108539114	0.448447
YMR222C	-0.9079585314005022	0.3639
YMR164C	-0.4091271142170021	0.682446
YMR193W	0.5839350708602489	0.559264
YMR224C	-0.028730898030345873	0.977079
YMR166C	-0.5621422730541651	0.574019
YMR194W	0.46973986668865114	0.638541
YMR226C	-0.8398561333604069	0.400989
YNL239W	-1.4825660376159913	0.13819
YNL209W	0.512529	0.608281
YNL241C	-1.7595529938325463	0.0784836
YNL211C	-0.3306085895326628	0.74094
YNL243W	-1.5681681016361746	0.116842
YNL275W	-1.063401424516236	0.2876
YNL213C	0.7776649999999999	0.436767
YNL245C	-1.3344275102758318	0.182064
YNL277W	-1.5427516374668333	0.122891
YOR002W	-1.4657877711243388	0.142706
YOR033C	-0.5362926664925368	0.591756
YOR065W	0.1848432224531263	0.853352
YOR004W	0.5106559255409452	0.609592
YOR035C	-0.82425043410204	0.409797
YOR067C	-0.4450704784976499	0.656269
YOR006C	0.49623001964457514	0.619732
YOR037W	-0.5275593115278353	0.597805
YOR069W	-0.46790029953520235	0.639856
YOR008C	-1.1400451231773556	0.254268
YOR039W	-0.6724531740073696	0.501295
YOR071C	-1.375307751606554	0.169036
YOR377W	-0.6767821579506013	0.498544
YPL015C	-1.1149188856900525	0.264885
YPL047W	-0.7426371458625842	0.457701
YPL017C	-0.9350795187996065	0.349747
YPL049C	-1.4758160599473293	0.139993
YOR381W	-0.5928894977160176	0.553255
YPL019C	0.560336186427482	0.57525
YPL051W	-0.18929412410650634	0.849862
YPL021W	null	1
YPL053C	-0.7523771266581422	0.451824
YPR078C	0.175131	0.860977
YPR110C	0.31575857208293057	0.752186
YPR139C	0.5861778484595812	0.557756
YPR080W	1.3374184868399175	0.181086
YPR112C	1.329587698777256	0.183654
YPR141C	0.28139963961100856	0.778404
YPR082C	0.959531	0.337291
YPR114W	0.629111	0.529276
YPR143W	null	1
YPR084W	null	1
YPR116W	-0.252387	0.800742
YPR145W	0.31752215915104487	0.750847
YBL097W	1.1385	0.254912
YBR033W	0.906645	0.364595
YCL061C	0.3525372953287198	0.724435
YCR057C	-0.5061413167326876	0.612757
YDL122W	-0.09846468828510645	0.921563
YDR135C	-1.1710680383112282	0.241571
YDR207C	-1.311424116656579	0.189715
YDR457W	0.03737231845643074	0.970188
YDR507C	0.3461011341740778	0.729267
YEL007W	-0.503336904435309	0.614727
iYAL056W	-1.7952786989439762	0.0726093
iYAL003W	-1.598169952153314	0.110005
iYAR035W	-1.2378855571533693	0.215758
iYBR196C	-0.9542045145354758	0.33998
iYDL086W	-0.23385010938918727	0.815101
iYDR317W	0.482725	0.629291
iYER053C-1	-0.0171712	0.9863
iYKL139W	-0.3439469054686756	0.730886
iYLR412W-1	0.636331	0.524561
iYPR098C	-0.21789121109192522	0.827514
IntYCR097W-A1	0.06486748909454075	0.94828
IntYPL081W	0.4745154307743308	0.635132
iYCL001W	-0.2288380252003368	0.818995
iYCL005W	-0.47541646469389814	0.63449
iYCL010C	-1.5222885746074284	0.127937
iYCR010C	-0.8598004026714023	0.389899
iYCR015C	0.3797179682454369	0.704155
YPL064C	0.4031055725268114	0.686871
YPR157W	0.58771	0.556727
YDL140C	-1.2119702454359764	0.225524
YBL083C	-0.8937479421458837	0.371457
YBL112C	-0.9737064914634943	0.330202
YBR029C	0.029980906456266037	0.976082
YBR001C	-0.33519335138487216	0.737479
YBR031W	-1.6973629695483552	0.0896281
YBL087C	0.3673161852440689	0.713383
YBR003W	-0.07893653307416974	0.937083
YBR005W	-0.7754752164964857	0.438059
YBR035C	-0.7255082408151197	0.46814
YCL047C	-0.34370392528904836	0.731069
YCR009C	0.1140559905156264	0.909193
YCR037C	0.2717246864726936	0.785834
YCL049C	-0.5350973676959893	0.592583
YCR011C	0.37767683482697484	0.705671
YCR039C	0.19120822002143326	0.848362
YCL051W	-0.20903111288242626	0.834424
YCR013C	-2.2172292569640755	0.0266074
YCL054W	0.6190500799012516	0.535883
YCR015C	0.8768622549502809	0.380561
YCR043C	-0.31999782695015594	0.74897
YDR003W	0.1564562104036034	0.875673
YDR034C-A	-1.1986649606792554	0.230658
YDR063W	-0.011781026754316377	0.9906
YDR005C	0.6193453195739473	0.535689
YDR065W	0.5259753165086241	0.598905
YDR007W	0.284057870730859	0.776366
YDR035W	-0.1223761438407263	0.902601
YDR067C	-0.21660932634995336	0.828513
YDR009W	0.314664	0.753017
YDR037W	-0.5298219829021147	0.596235
YDR069C	-0.1733909203483416	0.862344
YDR365W-B	-0.5237676821751638	0.60044
YDR397C	0.5758750792769208	0.5647
YDR429C	0.5073736958971553	0.611893
YDR367W	-0.05469165571982689	0.956384
YDR399W	-0.25901512078402716	0.795624
YDR369C	1.1824307352252708	0.237035
YDR401W	1.53793	0.124066
YDR433W	0.5197774538294675	0.603219
YDR371W	1.0667656766936569	0.286078
YDR403W	-0.354709	0.722808
YDR435C	-0.2288099292667008	0.819017
YER111C	-0.017690404553252145	0.985886
YER140W	0.6014746674467488	0.547524
YER171W	0.45820525503650267	0.646805
YER113C	-1.1745716537575257	0.240166
YER142C	0.2188175988875377	0.826792
YER173W	0.797165921441814	0.425355
YER115C	0.5655789201068239	0.57168
YER144C	-0.6732340433211019	0.500798
YER175C	-0.729361	0.465781
YER117W	0.28688442904689954	0.774201
YER146W	1.1068463719681971	0.26836
YER177W	-0.8972352859592283	0.369593
YGL166W	-0.32849369606412215	0.742538
YGL198W	-1.1219943007399193	0.261865
YGL229C	1.4986106552734642	0.133975
YGL168W	-1.342425342983275	0.179458
YGL200C	-0.9174113663050478	0.358927
YGL231C	-0.18384820420180156	0.854133
YGL170C	0.944379	0.344976
YGL202W	1.65703	0.0975134
YGL172W	1.79253	0.0730481
YGL235W	0.514414	0.606963
YGR275W	-0.027982260299658192	0.977676
YHL009W-B	0.9305083398036584	0.352108
YGR277C	-0.9527529705592995	0.340715
YHL011C	-0.5836300770904139	0.559469
YHL043W	-0.02772947635649064	0.977878
YGR279C	-0.9942269259510043	0.320112
YHL013C	0.17351281890542458	0.862248
YGR281W	0.04851512872638611	0.961306
YHL015W	-0.5639674681270878	0.572776
YHL047C	0.718647185681067	0.472358
YIL077C	0.5243063609884647	0.600065
YIL109C	-0.9478118610962959	0.343225
YIL079C	0.680515959657809	0.496178
YIL111W	1.05232	0.292653
YIL143C	-0.3993593341896577	0.689628
YIL082W	-1.928867473604661	0.0537473
YIL113W	1.11355	0.265472
YIL145C	-1.1484367116831977	0.250788
YIL083C	-1.3354407301015707	0.181732
YIL147C	0.3652634779154461	0.714915
YJR015W	-1.9129431891365447	0.0557553
YJR047C	-0.6101388591015467	0.54177
YJR079W	0.355063115090586	0.722542
YJR017C	0.68492	0.493394
YJR049C	1.15235	0.249177
YJR082C	-0.384425	0.700663
YJR019C	0.722349	0.47008
YJR051W	1.0438	0.296578
YJR084W	0.607965190936119	0.543211
YJR021C	0.29262212478082367	0.769811
YJR053W	-0.05147644453339214	0.958946
YJR086W	-0.15034942109064245	0.880489
YKR007W	1.21746	0.223429
YKR038C	2.70907	0.00674721
YKR070W	0.07650783602879124	0.939015
YKR009C	0.44113606192983595	0.659114
YKR040C	1.0302901822486001	0.302874
YKR072C	-0.47637986094012164	0.633804
YKR011C	0.821141	0.411566
YKR042W	-1.8350466445931628	0.0664988
YKR074W	-0.3494588188875779	0.726745
YKR013W	-1.8678443231256578	0.0617838
YKR044W	-1.204750226548467	0.2283
YKR076W	1.53505	0.124772
YLR213C	-0.04671309455669238	0.962742
YLR243W	-0.30222855899454426	0.762478
YLR273C	-0.14754234046333364	0.882704
YLR215C	-0.7513246149667893	0.452457
YLR245C	0.1415750994840375	0.887416
YLR275W	0.3674048059418949	0.713317
YLR217W	-1.629101375961048	0.103292
YLR247C	0.17098186901748164	0.864238
YLR277C	-0.43036584478316264	0.66693
YLR219W	-0.7517938913367054	0.452175
YLR249W	-0.7546329359538906	0.450469
YLR279W	-0.4570299238161823	0.64765
YMR009W	-0.9476644210835703	0.3433
YMR040W	0.702173	0.482571
YML113W	-1.4164064963022378	0.156657
YMR011W	0.3181552986454588	0.750367
YMR042W	-0.4095886327685927	0.682108
YML115C	-0.9568495541653286	0.338643
YMR013C	-0.6321448259267406	0.527292
YMR044W	0.9179870175381916	0.358626
YML117W	-0.6721510756735505	0.501488
YMR015C	-0.03540141222278296	0.97176
YMR046C	-1.6313209908581783	0.102823
YNL015W	0.06913774183970571	0.94488
YNL047C	-0.9749753408889666	0.329572
YNL078W	-1.0718574784456794	0.283784
YNL049C	-0.9689121928127459	0.332589
YNL080C	-0.6903245781425082	0.48999
YNL019C	-0.09572641210374062	0.923738
YNL051W	-0.33459977400652063	0.737927
YNL082W	-0.2987263190695281	0.765149
YNL021W	0.5407378145360329	0.588688
YNL053W	-0.6834396599147391	0.494329
YNL084C	-0.7828100698328277	0.433739
YNR056C	-0.35953954552659784	0.719191
YOL011W	-0.6508862167276863	0.51512
YOL042W	-0.47670549760152925	0.633572
YNR058W	0.176596	0.859826
YOL013C	-0.988024862157131	0.32314
YOL044W	-0.05112474125661264	0.959226
YNR060W	0.16438580469682945	0.869427
YOL014W	-2.4053606141187673	0.0161565
YOL046C	-0.22566313235477156	0.821463
YNR062C	-0.5532051563795944	0.580123
YOL016C	-0.24393385802622916	0.807282
YOL048C	0.02612894178533926	0.979154
YOR190W	1.00311	0.315808
YOR220W	-0.710100794152265	0.477642
YOR252W	1.2467780182867325	0.212479
YOR192C	-0.763373943664977	0.44524
YOR222W	-0.7354006404003508	0.462096
YOR254C	-0.5776513956532626	0.5635
YOR192C-B	-1.2579185650265519	0.208421
YOR224C	-0.08841782447617981	0.929545
YOR256C	-0.5356737803101231	0.592184
YOR194C	1.194304025202687	0.232359
YOR226C	0.11623142242104073	0.907469
YOR258W	-0.23529430874421575	0.81398
YPL173W	-0.19338949281341541	0.846654
YPL204W	-0.48817514980199134	0.625426
YPL236C	-0.18406983626205334	0.853959
YPL175W	-0.5914208207295583	0.554238
YPL206C	-0.8423697030091083	0.399581
YPL238C	0.240277583535722	0.810115
YPL177C	-0.6745827301318892	0.499941
YPL208W	-1.2859188050375276	0.198471
YPL240C	-1.6312962569725278	0.102828
YPL179W	-0.8542606492541555	0.392961
YPL210C	-0.20194936577016176	0.839956
YPL242C	0.2854958959770591	0.775264
YAL004W	-1.3580278505074752	0.174455
YDR030C	0.393577	0.693893
YEL054C	-0.413729976475716	0.679072
YAL007C	-0.37880510843252674	0.704833
YDR039C	-0.28243691085983247	0.777609
YEL076C-A	-1.7487563699006712	0.0803331
YAL029C	0.04411059070482946	0.964816
YDR041W	0.01296074024808851	0.989659
YER012W	-0.39163368748113847	0.695329
YAL053W	0.711855	0.476555
YDR060W	0.6314553210399133	0.527743
YER034W	-0.23442243648839228	0.814657
YJR002W	0.5737902210725067	0.56611
YJR078W	0.59187	0.553938
YJR138W	-0.5688265874517572	0.569474
YKL203C	0.39979534442384207	0.689307
YKR095W	-0.2055991679005131	0.837104
YML060W	0.567546	0.570343
YML104C	0.1803	0.856917
YMR266W	-0.6165561942353148	0.537527
iYBL030C-0	0.09690491953711987	0.922802
iYBL009W	-0.6205626977668536	0.534887
iYDR494W	0.033367563761515805	0.973381
iYJR005W	0.17815974410822705	0.858598
iYKL019W	-0.6308391028837592	0.528146
iYKR004C	-0.09752116247131556	0.922313
iSNR54	0.005860130000000001	0.995324
iYML034W	-0.5197248018251621	0.603255
iYNLCdelta1-2	-1.828532566183259	0.0674697
iYNR075W	-0.2720028010610014	0.78562
YILCdelta2	-0.7327148577965378	0.463732
Q0185E	0.6778149223299046	0.497889
IntQ0185E	0.5122541162644734	0.608473
Q0220	0.909628	0.363019
YCR097W-A	0.13263	0.894486
YKL123W	0.282854	0.777289
YML010W-A	-0.5725778424601106	0.566931
YAL001C	0.8549340000000001	0.392588
YAL034C	-0.3277281643539078	0.743117
YAL064W	null	1
YAL003W	-1.4855198529171298	0.137406
YAL035C-A	-0.8570545574747578	0.391415
YAL065C	-0.004229001332574493	0.996626
YAL036C	-0.6028023899482592	0.54664
YAL067C	-0.8081765517320503	0.418989
YAL008W	-0.37362752669593047	0.708681
YAL038W	-2.1279269107336987	0.0333431
YBR155W	0.8623184524271384	0.388512
YBR186W	0.500617422898768	0.61664
YBR157C	-0.42327258114757993	0.672096
YBR188C	-0.15171661960830504	0.87941
YBR220C	-0.7040101717414214	0.481426
YBR159W	-0.5732684348607222	0.566463
YBR222C	-1.2421701376441503	0.214174
YBR161W	-0.5037209451363902	0.614457
YBR192W	0.018159289925997156	0.985512
YBR224W	0.5940208473296605	0.552498
YDL061C	0.9842365994358588	0.324999
YDL093W	-0.08940013650688187	0.928764
YDL125C	-0.5440647196052364	0.586397
YDL063C	-0.03316757764169866	0.973541
YDL095W	0.02375155889139987	0.981051
YDL127W	-0.6614906312868689	0.508298
YDL065C	0.26414640977915466	0.791667
YDL097C	-1.0530577728210522	0.292315
YDL129W	-0.3081659481024954	0.757956
YDL067C	-0.01000271588735623	0.992019
YDL099W	0.24458004573521316	0.806782
YDL130W-A	0.955484	0.339333
YDR187C	-0.6920444934876401	0.488909
YDR247W	1.47825	0.139341
YDR189W	1.0296473879818124	0.303176
YDR217C	1.5797	0.114176
YDR249C	-0.056853034847882795	0.954662
YDR191W	-0.004750356723706197	0.99621
YDR219C	1.7481156121911137	0.080444
YDR251W	0.21774172033667044	0.82763
YDR193W	1.27129	0.203625
YDR221W	-0.21123498672953617	0.832704
YDR253C	0.4517181012804454	0.651472
YEL011W	-0.2950252509774582	0.767975
YEL041W	2.09625	0.03606
YEL072W	0.474692740064592	0.635006
YEL013W	-0.14107747901250206	0.887809
YEL043W	-0.1981887168281595	0.842897
YEL015W	-0.3597540728391619	0.719031
YEL076C	-0.11543485005397519	0.9081
YEL017C-A	-0.08110371733341826	0.935359
YEL047C	-0.3520590361301753	0.724794
YEL076W-C	0.6182423131667607	0.536416
YFR032C	0.5707986529461738	0.568136
YGL006W	1.55339	0.12033
YGL038C	-1.3801334899194433	0.167546
YFR033C	-0.11369597892997148	0.909479
YGL008C	-0.22568002342586274	0.82145
YGL040C	-0.053872034051654624	0.957037
YFR035C	0.4551034774063657	0.649035
YGL010W	0.457326	0.647437
YGL042C	0.24523634536701092	0.806273
YFR037C	0.06732867328092566	0.94632
YGL012W	-1.2876531841444847	0.197867
YGL044C	0.6753065512731908	0.499481
