#ID_REF = ID
#VALUE = X score
#P = p value
ID_REF	VALUE	P
YBL084C	0.23745683472190404	0.812302
YBL113C	-0.6770432654705418	0.498379
YBR030W	0.5988159999899405	0.549296
YBL086C	0.3352990104461133	0.7374
YBR002C	0.949982495746661	0.342121
YBR004C	0.5894085014627086	0.555587
YBR034C	-0.029481467770655762	0.976481
YBL090W	-0.19986714626664423	0.841584
YBR006W	-0.20003913386824757	0.84145
YBR036C	-0.4032637517631803	0.686754
YCL048W	0.3361719687252538	0.736741
YCR010C	0.3827998448363953	0.701868
YCR038C	0.3023235538617453	0.762405
YCL050C	-0.4267127911751711	0.669589
YCR012W	0.010770876565867199	0.991406
YCR040W	0.7260158083078393	0.467829
YCL052C	-1.2593018769089193	0.207921
YCR014C	0.12087202204572976	0.903792
YCR042C	0.38653305203996224	0.699102
YCL055W	0.47275482557908294	0.636388
YCR016W	-0.19770985468412375	0.843272
YCR044C	-0.3799018461611702	0.704018
YDR034C-C	-1.4305253137891925	0.152566
YDR064W	0.6359140556214005	0.524832
YDR006C	-0.3405523898279816	0.733441
YDR034W-B	-1.1226377771466525	0.261591
YDR066C	-1.2411117780039527	0.214564
YDR008C	-0.168196	0.866429
YDR036C	0.9614502369707497	0.336326
YDR068W	0.08847537234719187	0.929499
YDR038C	-0.33257917230203127	0.739452
YDR070C	0.6141176726691427	0.539138
YDR366C	-1.241027999896001	0.214595
YDR398W	0.1849212889415847	0.853291
YDR430C	0.10394772663830168	0.917211
YDR400W	-0.33157174067478	0.740213
YDR432W	0.09737673861827652	0.922427
YDR370C	-0.945519094409707	0.344394
YDR402C	-0.18626088886647582	0.85224
YDR434W	-0.40596265403246723	0.68477
YDR372C	-1.1275326523950047	0.259517
YDR404C	0.8474238714734542	0.396759
YDR436W	0.40954327385423595	0.682141
YER112W	0.09809628257681546	0.921856
YER141W	-0.4782234530779568	0.632491
YER172C	-1.0272291887989469	0.304313
YER114C	0.4548537967199051	0.649214
YER143W	0.4847991291033466	0.627819
